,Year-Quarter,Year,Quarter,Ticker,Security,Sector,Sub_Sector,Price,Stock_Price_Prev_Quarter,Stock_Price_Change_Ratio,EPS,PE_Ratio,Total_Debt,Total_Equity,Debt_to_Equity_Ratio,Net_Income,Return_on_Equity,Dividends,Dividend_Yield_Percent,Total_Return,Total_Return_Annualized,Date_Added,Founded,Dividend_Payer,Industry_PE,PE_vs_Industry,Year-Quarter_After_3Y,Year-Quarter_After_5Y,PE_ratio_After_3Y,PE_ratio_After_5Y,Price_After_3Y,Price_After_5Y,Price_Change_After_3Y,Price_Change_After_5Y,Dividends_After_3Y,Dividends_After_5Y,Dividend_Yield_After_3Y,Dividend_Yield_After_5Y,Total_Return_After_3Y,Total_Return_After_5Y,CAGR_3Y,CAGR_5Y,PE_Category,D/E_Category,ROE_Segment,Value_Investing,Investment_Type
10119,2015-07-01,2015,3,PG,Procter & Gamble,Consumer Staples,Personal Care Products,55.54,59.92,-0.07309746328437916,2.66,20.88,66310000000.0,62950000000.0,1.05,7510000000.0,0.1182,0.663,0.011064753004005341,-0.06203271028037382,-0.22598251236533862,1957-03-04,1837,1,22.308709677419355,0.9359573145162456,2018-Q3,2020-Q3,18.56,23.93,70.91,125.16,0.2767374864962189,1.253510983075261,8.2,14.2,0.14764133957508102,0.2556715880446525,0.42437882607129995,1.5091825711199132,12.514502191602904,20.200549331132713,2_Fairly Valued,Moderate Leverage,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10120,2015-10-01,2015,4,PG,Procter & Gamble,Consumer Staples,Personal Care Products,61.86,55.54,0.11379186172128186,2.96,20.9,66840000000.0,62300000000.0,1.07,8350000000.0,0.1326999999999999,0.663,0.011937342455887649,0.1257292041771695,0.6059637259264226,1957-03-04,1837,1,22.239354838709676,0.9397754634330306,2018-Q4,2020-Q4,19.22,23.82,79.01,125.99,0.27723892660847094,1.0366957646298092,8.254,14.328000000000001,0.1334303265438086,0.23161978661493698,0.41066925315227953,1.2683155512447462,12.152355715747598,17.79875325811011,2_Fairly Valued,Moderate Leverage,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10121,2016-01-01,2016,1,PG,Procter & Gamble,Consumer Staples,Personal Care Products,64.68,61.86,0.04558680892337552,3.18,20.34,67660000000.0,59850000000.0,1.13,8890000000.0,0.1432,0.663,0.010717749757516975,0.0563045586808925,0.24496349247951654,1957-03-04,1837,1,23.600967741935484,0.8618290666047045,2019-Q1,2021-Q1,21.46,22.72,90.14,123.37,0.393630179344465,0.9073902288188,8.308,14.456,0.128447742733457,0.2235003092145949,0.5220779220779221,1.1308905380333947,15.030311406943731,16.335491280541238,2_Fairly Valued,Moderate Leverage,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10122,2016-04-01,2016,2,PG,Procter & Gamble,Consumer Staples,Personal Care Products,67.08,64.68,0.037105751391465436,3.69,18.18,69150000000.0,57980000000.0,1.19,10250000000.0,0.1687,0.67,0.010358688930117502,0.04746444032158294,0.20380780073604732,1957-03-04,1837,1,22.042258064516126,0.8247793827106292,2019-Q2,2021-Q2,70.34,22.53,95.66,123.71,0.42605843768634455,0.844215861657722,8.384,14.656,0.1249850924269529,0.21848539057841385,0.5510435301132977,1.0627012522361357,15.755418334266679,15.581217914495959,2_Fairly Valued,Moderate Leverage,Moderate ROE (Sustainable profitability),1,Value_Investing
10123,2016-07-01,2016,3,PG,Procter & Gamble,Consumer Staples,Personal Care Products,71.66,67.08,0.06827668455575431,3.74,19.16,70090000000.0,58950000000.0,1.19,10370000000.0,0.1735,0.67,0.009988073941562314,0.07826475849731662,0.35176639188589953,1957-03-04,1837,1,23.644516129032258,0.8103358891102076,2019-Q3,2021-Q3,72.81,23.58,109.22,128.98,0.5241417806307564,0.7998883617080659,8.459999999999999,14.856,0.11805749372034607,0.20731230812168575,0.6421992743511025,1.0072006698297513,17.980061611368914,14.952430613055178,2_Fairly Valued,Moderate Leverage,Moderate ROE (Sustainable profitability),1,Value_Investing
10124,2016-10-01,2016,4,PG,Procter & Gamble,Consumer Staples,Personal Care Products,67.66,71.66,-0.05581914596706672,5.5,12.3,63290000000.0,53740000000.0,1.18,15040000000.0,0.261,0.67,0.009349706949483673,-0.04646943901758305,-0.1733180265037073,1957-03-04,1837,1,19.135483870967743,0.6427848954821308,2019-Q4,2021-Q4,65.31,26.83,110.37,151.87,0.631244457582028,1.2446053798403787,8.536,15.056000000000001,0.12616021282885012,0.22252438663907775,0.7574046704108781,1.4671297664794563,20.676838898645954,19.794919117118546,1_Moderately Undervalued,Moderate Leverage,High ROE (Strong profitability),1,Value_Investing
10125,2017-01-01,2017,1,PG,Procter & Gamble,Consumer Staples,Personal Care Products,72.87,67.66,0.07700266036062686,5.46,13.35,63540000000.0,54550000000.0,1.17,14820000000.0,0.2631,0.67,0.009902453443689034,0.0869051138043159,0.3956178913602557,1957-03-04,1837,1,20.085806451612903,0.6646484437734879,2020-Q1,2022-Q1,55.25,24.89,97.79,142.62,0.3419788664745438,0.9571840263482914,8.612,15.255999999999998,0.118183065733498,0.20935913270207215,0.4601619322080417,1.1665431590503634,13.448913393503602,16.72220117230001,1_Moderately Undervalued,Moderate Leverage,High ROE (Strong profitability),1,Value_Investing
10126,2017-04-01,2017,2,PG,Procter & Gamble,Consumer Staples,Personal Care Products,71.23,72.87,-0.02250583230410319,5.59,12.74,64629999999.99999,55780000000.0,1.16,15080000000.0,0.2704,0.69,0.009468917249897076,-0.013036915054206115,-0.05113672748176268,1957-03-04,1837,1,20.79,0.6127946127946128,2020-Q2,2022-Q2,21.57,23.23,107.0,134.97,0.5021760494173801,0.8948476765407833,8.713000000000001,15.479,0.1223220553137723,0.21731012213954792,0.6244981047311524,1.1121577986803315,17.554629306312442,16.130226267664828,1_Moderately Undervalued,Moderate Leverage,High ROE (Strong profitability),1,Value_Investing
10127,2017-07-01,2017,3,PG,Procter & Gamble,Consumer Staples,Personal Care Products,74.94,71.23,0.052084795732135314,5.69,13.17,67440000000.0,55420000000.0,1.22,15220000000.0,0.2774,0.69,0.009686929664467218,0.06177172539660253,0.27093875872606143,1957-03-04,1837,1,19.126451612903224,0.6885751872090671,2020-Q3,2022-Q3,23.93,20.67,125.16,119.27,0.6701361088871096,0.5915398985855351,8.813999999999998,15.702,0.11761409127301839,0.20952762209767814,0.787750200160128,0.8010675206832134,21.367464304486173,12.48794914759448,1_Moderately Undervalued,Moderate Leverage,High ROE (Strong profitability),1,Value_Investing
10128,2017-10-01,2017,4,PG,Procter & Gamble,Consumer Staples,Personal Care Products,76.25,74.94,0.01748065118761688,3.74,20.39,71920000000.0,54720000000.0,1.31,9840000000.0,0.1785,0.69,0.00920736589271417,0.02668801708033105,0.11110211134378711,1957-03-04,1837,1,23.65806451612903,0.8618625579492775,2020-Q4,2022-Q4,23.82,25.3,125.99,144.21,0.652327868852459,0.8912786885245902,8.915,15.925,0.11691803278688523,0.20885245901639346,0.7692459016393443,1.100131147540984,20.947268912413275,15.997674650141214,2_Fairly Valued,Moderate Leverage,Moderate ROE (Sustainable profitability),1,Value_Investing
10129,2018-01-01,2018,1,PG,Procter & Gamble,Consumer Staples,Personal Care Products,66.3,76.25,-0.1304918032786886,3.76,17.63,69420000000.0,54950000000.0,1.26,9810000000.0,0.1777,0.69,0.009049180327868852,-0.12144262295081974,-0.4042274092476673,1957-03-04,1837,1,21.373870967741933,0.8248388898111955,2021-Q1,2023-Q1,22.72,24.81,123.37,142.39,0.8607843137254902,1.1476621417797888,9.016,16.148,0.13598793363499245,0.24355957767722475,0.9967722473604828,1.3912217194570133,25.92428993645055,19.048511415268997,2_Fairly Valued,Moderate Leverage,Moderate ROE (Sustainable profitability),1,Value_Investing
10130,2018-04-01,2018,2,PG,Procter & Gamble,Consumer Staples,Personal Care Products,65.9,66.3,-0.006033182503770607,3.66,18.01,65430000000.00001,52880000000.0,1.24,9490000000.0,0.1741,0.717,0.01081447963800905,0.004781297134238444,0.01926279109043927,1957-03-04,1837,1,19.241612903225807,0.9359922211604554,2021-Q2,2023-Q2,22.53,24.78,123.71,146.21,0.8772382397572076,1.2186646433990895,9.168999999999999,16.372,0.13913505311077387,0.24843702579666158,1.0163732928679816,1.4671016691957508,26.33498860151957,19.794646255333316,2_Fairly Valued,Moderate Leverage,Moderate ROE (Sustainable profitability),1,Value_Investing
10131,2018-07-01,2018,3,PG,Procter & Gamble,Consumer Staples,Personal Care Products,70.91,65.9,0.07602427921092558,3.82,18.56,65940000000.0,52500000000.0,1.26,9830000000.0,0.1828,0.717,0.010880121396054626,0.08690440060698021,0.39561422829907533,1957-03-04,1837,1,20.186129032258062,0.9194432459210253,2021-Q3,2023-Q3,23.58,22.96,128.98,141.43,0.8189253983923281,0.9945000705119167,9.322000000000001,16.596,0.13146241714849813,0.2340431532929065,0.9503878155408263,1.2285432238048233,24.94157943208919,17.38273177954348,2_Fairly Valued,Moderate Leverage,Moderate ROE (Sustainable profitability),1,Value_Investing
10132,2018-10-01,2018,4,PG,Procter & Gamble,Consumer Staples,Personal Care Products,79.01,70.91,0.11422930475250337,4.11,19.22,69240000000.0,54440000000.0,1.27,10520000000.0,0.196,0.717,0.010111408828091948,0.12434071358059531,0.5980550978387467,1957-03-04,1837,1,18.857741935483872,1.0192100446466754,2021-Q4,2023-Q4,26.83,23.95,151.87,142.99,0.9221617516770029,0.8097709150740413,9.475,16.82,0.1199215289203898,0.21288444500696113,1.0420832805973927,1.0226553600810022,26.86967184083735,15.128906025545529,2_Fairly Valued,Moderate Leverage,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10133,2019-01-01,2019,1,PG,Procter & Gamble,Consumer Staples,Personal Care Products,90.14,79.01,0.1408682445260092,4.2,21.46,66120000000.00001,55550000000.0,1.19,10770000000.0,0.2,0.717,0.009074800658144538,0.14994304518415374,0.7486597911169073,1957-03-04,1837,1,17.962580645161292,1.194705840097694,2022-Q1,2024-Q1,24.89,26.03,142.62,159.32,0.5822054581761704,0.7674728200576879,9.628,17.044,0.10681162635899712,0.1890836476591968,0.6890170845351673,0.956556467716885,19.090745568326906,14.366407004513327,2_Fairly Valued,Moderate Leverage,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10134,2019-04-01,2019,2,PG,Procter & Gamble,Consumer Staples,Personal Care Products,95.66,90.14,0.06123807410694471,1.36,70.34,67519999999.99999,47580000000.0,1.42,3630000000.0,0.0692,0.746,0.008276015087641447,0.06951408919458615,0.30841658491513346,1957-03-04,1837,1,21.56451612903226,3.2618399401645473,2022-Q2,2024-Q2,23.23,27.07,134.97,162.98,0.41093455989964456,0.7037424210746392,9.795000000000002,17.305000000000003,0.10239389504495089,0.18090110809115623,0.5133284549445953,0.8846435291657955,14.80947545046476,13.513063220487531,4_Highly Overpriced,Moderate Leverage,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10135,2019-07-01,2019,3,PG,Procter & Gamble,Consumer Staples,Personal Care Products,109.22,95.66,0.14175203846957984,1.5,72.81,67069999999.99999,46980000000.0,1.43,4030000000.000001,0.0788,0.746,0.007798452853857412,0.14955049132343726,0.7462732668789975,1957-03-04,1837,1,25.728064516129034,2.8299835751093947,2022-Q3,2024-Q3,20.67,29.69,119.27,172.19,0.09201611426478662,0.5765427577366782,9.962,17.566,0.0912104010254532,0.16083134956967587,0.18322651529023992,0.7373741073063542,5.768407254009866,11.680839266634191,4_Highly Overpriced,Moderate Leverage,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10157,2014-04-01,2014,2,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,20.53,19.61,0.046914839367669714,1.92,10.69,18660000000.0,6790000000.0,2.75,1150000000.0,0.1748999999999999,0.0,0.0,0.046914839367669714,0.2012832534483251,1997-08-04,1937,1,14.723333333333334,0.7260584106859859,2017-Q2,2019-Q2,16.27,12.94,38.4,71.18,0.8704335119337554,2.4671212859230396,2.255,5.994,0.10983925962006819,0.2919629810034096,0.9802727715538235,2.759084266926449,25.576489650012935,30.321602689931517,1_Moderately Undervalued,Highly Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10158,2014-07-01,2014,3,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,20.47,20.53,-0.00292255236239658,2.03,10.08,18990000000.0,6940000000.0,2.74,1210000000.0,0.1837,0.0,0.0,-0.00292255236239658,-0.011639061352496483,1997-08-04,1937,1,15.262291666666668,0.6604512756111877,2017-Q3,2019-Q3,17.57,12.87,42.18,68.88,1.0605764533463606,2.364924279433317,2.255,6.094,0.11016121152906692,0.2977039570102589,1.1707376648754275,2.6626282364435756,29.47992741816703,29.645834596796504,1_Moderately Undervalued,Highly Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10159,2014-10-01,2014,4,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,21.85,20.47,0.06741573033707882,2.16,10.12,18860000000.0,6930000000.0,2.72,1280000000.0,0.1889999999999999,0.0,0.0,0.06741573033707882,0.29817844727605514,1997-08-04,1937,1,14.865416666666667,0.6807747288168848,2017-Q4,2019-Q4,18.04,9.62,49.06,64.63,1.2453089244851259,1.9578947368421047,2.255,6.194,0.1032036613272311,0.2834782608695652,1.3485125858123572,2.2413729977116703,32.922233653464495,26.516101789590472,1_Moderately Undervalued,Highly Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10160,2015-01-01,2015,1,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,22.6,21.85,0.034324942791762014,2.12,10.66,19680000000.0,7200000000.0,2.73,1260000000.0,0.1802,0.686,0.03139588100686499,0.06572082379862701,0.28995276354078237,1997-08-04,1937,1,13.619583333333333,0.7826964848410684,2018-Q1,2020-Q1,16.88,11.23,54.19,68.05,1.3977876106194689,2.0110619469026547,2.694,7.8580000000000005,0.11920353982300884,0.3476991150442478,1.5169911504424776,2.3587610619469026,36.02766072401469,27.419478111996256,1_Moderately Undervalued,Highly Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10161,2015-04-01,2015,2,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,23.13,22.6,0.0234513274336281,2.25,10.28,21940000000.0,7360000000.0,2.98,1330000000.0,0.1864,0.0,0.0,0.0234513274336281,0.09715699036064795,1997-08-04,1937,1,13.678125,0.751564998857665,2018-Q2,2020-Q2,13.95,9.94,52.6,73.93,1.2741028966709904,2.196281884997839,2.694,7.958,0.11647211413748379,0.3440553393860787,1.3905750108084742,2.5403372243839173,33.71109902883418,28.768289359756704,1_Moderately Undervalued,Highly Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10162,2015-07-01,2015,3,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,25.46,23.13,0.10073497622135763,2.22,11.47,22470000000.0,7460000000.0,3.01,1310000000.0,0.1805999999999999,0.0,0.0,0.10073497622135763,0.46801693692945157,1997-08-04,1937,1,12.928333333333335,0.887198659275493,2018-Q3,2020-Q3,12.74,10.16,63.18,87.47,1.481539670070699,2.4355852317360562,2.694,8.058,0.10581304006284367,0.316496465043205,1.5873527101335427,2.752081696779261,37.28356402252857,30.273012828077704,1_Moderately Undervalued,Highly Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10163,2015-10-01,2015,4,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,26.43,25.46,0.03809897879025925,2.15,12.29,22530000000.0,7290000000.0,3.09,1270000000.0,0.1729,0.0,0.0,0.03809897879025925,0.16132842279158188,1997-08-04,1937,1,14.457500000000001,0.8500778142832438,2018-Q4,2020-Q4,12.14,9.48,53.65,91.46,1.0298902762012863,2.46046159667045,2.694,8.158,0.10192962542565266,0.30866439651910704,1.131819901626939,2.769125993189557,28.70146903243802,30.391154616413107,1_Moderately Undervalued,Highly Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10164,2016-01-01,2016,1,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,30.05,26.43,0.13696556942867955,2.09,14.38,23160000000.0,7560000000.0,3.06,1230000000.0,0.1657,0.888,0.03359818388195233,0.17056375331063187,0.8775014797277043,1997-08-04,1937,1,12.944791666666667,1.1108714894986722,2019-Q1,2021-Q1,12.75,8.44,64.11,92.73,1.1334442595673875,2.08585690515807,4.32,11.870000000000001,0.1437603993344426,0.3950083194675541,1.2772046589018307,2.480865224625624,31.563076697473292,28.33273254202635,1_Moderately Undervalued,Highly Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10165,2016-04-01,2016,2,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,28.65,30.05,-0.04658901830282869,1.8,15.92,24120000000.0,7840000000.0,3.08,1060000000.0,0.1402,0.0,0.0,-0.04658901830282869,-0.17373263490600144,1997-08-04,1937,1,39.90125,0.3989849942044422,2019-Q2,2021-Q2,12.94,10.26,71.18,95.35,1.4844677137870859,2.3280977312390925,4.42,11.97,0.15427574171029668,0.4178010471204189,1.6387434554973828,2.7458987783595115,38.186533710518766,30.230050071857704,2_Fairly Valued,Highly Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10166,2016-07-01,2016,3,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,26.94,28.65,-0.05968586387434549,1.67,16.13,25530000000.0,8100000000.0,3.15,980000000.0,0.1271,0.0,0.0,-0.05968586387434549,-0.21820685095440062,1997-08-04,1937,1,17.027708333333333,0.9472795566050433,2019-Q3,2021-Q3,12.87,12.75,68.88,87.85,1.5567928730512248,2.2609502598366737,4.5200000000000005,12.07,0.16778025241276912,0.44803266518188567,1.7245731254639938,2.7089829250185593,39.668828203853465,29.972348626119327,2_Fairly Valued,Highly Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10167,2016-10-01,2016,4,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,30.36,26.94,0.12694877505567925,1.77,17.15,25470000000.0,7960000000.0,3.2,1030000000.0,0.1311,0.0,0.0,0.12694877505567925,0.6129343958460947,1997-08-04,1937,1,18.170416666666664,0.9438418675044142,2019-Q4,2021-Q4,9.62,17.88,64.63,101.35,1.128787878787879,2.3382740447957837,4.62,13.67,0.15217391304347827,0.4502635046113307,1.280961791831357,2.7885375494071147,31.635391727538952,30.525185533993948,2_Fairly Valued,Highly Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10168,2017-01-01,2017,1,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,34.13,30.36,0.12417654808959178,2.06,16.57,26290000000.0,8520000000.0,3.08,1200000000.0,0.1477,0.681,0.022430830039525694,0.14660737812911748,0.7284583862798946,1997-08-04,1937,1,19.44625,0.8520923057144695,2020-Q1,2022-Q1,11.23,30.61,68.05,112.66,0.9938470553765013,2.3009082918253734,6.289,13.088999999999999,0.1842660416056255,0.3835042484617638,1.178113096982127,2.684412540287137,29.62640464428219,29.799688540960155,2_Fairly Valued,Highly Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10169,2017-04-01,2017,2,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,38.4,34.13,0.12510987401113383,2.36,16.27,27700000000.0,8990000000.0,3.08,1370000000.0,0.1637,0.0,0.0,0.12510987401113383,0.6024324991340202,1997-08-04,1937,1,24.3875,0.6671450538185546,2020-Q2,2022-Q2,9.94,82.15,73.93,115.01,0.9252604166666669,1.9950520833333334,6.389,13.189,0.16638020833333333,0.3434635416666667,1.0916406250000001,2.3385156250000003,27.887772418660163,27.265498398981958,2_Fairly Valued,Highly Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10170,2017-07-01,2017,3,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,42.18,38.4,0.09843749999999996,2.4,17.57,29640000000.0,9290000000.0,3.19,1400000000.0,0.161,0.0,0.0,0.09843749999999996,0.45579895783066715,1997-08-04,1937,1,17.016875000000002,1.0325044992103425,2020-Q3,2022-Q3,10.16,81.59,87.47,115.05,1.0737316263632053,1.7275960170697013,6.489,13.289,0.15384068278805121,0.31505452821242297,1.2275723091512565,2.0426505452821244,30.6002285194652,24.92530404851845,2_Fairly Valued,Highly Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
